,786_0,A498,A549,ACHN,BT_549,CAKI_1,CCRF_CEM,COLO205,DU_145,EKVX,HCC_2998,HCT_116,HCT_15,HL_60,HOP_62,HOP_92,HS578T,HT29,IGROV1,KM12,K_562,LOXIMVI,M14,MALME_3M,MCF7,MDA_MB_231,MDA_MB_435,MDA_N,MOLT_4,NCI_ADR_RES,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,PC_3,RPMI_8226,RXF_393,SF_268,SF_295,SF_539,SK_MEL_2,SK_MEL_28,SK_MEL_5,SK_OV_3,SN12C,SNB_19,SNB_75,SR,SW_620,T47D,TK_10,U251,UACC_257,UACC_62,UO_31
PC_3,0.39189553052165627,0.3519021620924091,0.3658089956898508,0.3763017010847034,0.32942347487432966,0.4506419796779535,0.12460903421858738,0.24412641370087995,0.4182034923861142,0.41771766361328655,0.3508757202541274,0.3991149393411042,0.3685016470836773,0.16933465255460456,0.5056062162244229,0.471960399840086,0.32257998314571457,0.3092318883544908,0.357760735031749,0.37447792216802933,0.22824811179803062,0.4323684787140645,0.20179766286147027,0.2453968604357788,0.2699416556606752,0.2748746492235161,0.30139121572447014,0.2840597737659012,0.08845360187541434,0.373651927292207,0.38364706202920573,0.41598234360239505,0.3735432244304129,0.3015785817794636,0.23965005613665857,0.36158668238125435,0.34728807580249377,0.37147615070314377,0.3959458262873512,0.9999999999999999,0.174433729473759,0.3948991610289686,0.3045702426319451,0.4398979840973829,0.3452569758673184,0.2853177123992138,0.2400026488906607,0.20002976121514637,0.44233353889475024,0.42158069269497056,0.2852527336923858,0.29603635607336953,0.17849425368677574,0.1379992085466043,0.26632652524415856,0.4295028696367157,0.4199119384561807,0.21053673389092886,0.2958167215110805,0.44751723097102736
RPMI_8226,0.17038701743346463,0.1789155998736386,0.24173530710140334,0.2094953697956583,0.20726234875355998,0.21668558721597486,0.3404908349709067,0.2588117726638336,0.23473825211476107,0.1798315408704575,0.2555442251190445,0.28891763325927244,0.26957331852554034,0.4532495795041418,0.1734997561928041,0.2052357841096628,0.14152700642734428,0.25521657063484504,0.2350809760726923,0.2875309316181539,0.34892769580785554,0.22920795568428476,0.1737406056274282,0.14697760421788952,0.2880467892654025,0.16337715323123236,0.2257089114471601,0.31194294546099577,0.28503534771390393,0.2265043902834305,0.20147246423483178,0.2401797671749275,0.19313859972008984,0.2421716584186695,0.20273294067361636,0.23707006780181528,0.22048406297779188,0.24249983771982486,0.2130777090982312,0.174433729473759,0.9999999999999999,0.13890436387769067,0.18826088725202705,0.22063450441230947,0.13412020861770446,0.17474056491689272,0.18655275507452995,0.1992034830147278,0.17674221541407975,0.2355199714098124,0.182977390186585,0.1333851254008186,0.7607011211210793,0.15063428136861112,0.24155365021256747,0.22866021263318015,0.1605529565043904,0.21017715865822095,0.19897974864912682,0.14661871971645024
RXF_393,0.5597496774268023,0.5359946911953486,0.28971643050306917,0.4777283918811994,0.4105206668399657,0.5661716188833193,0.10218773172140116,0.1114271067713608,0.32579064499526966,0.3832977231152942,0.20909474320555443,0.2386263006668502,0.2465653669325637,0.12030217137472698,0.4833733347649408,0.5146455559569121,0.4666995681868862,0.20268388593592435,0.33392143745983716,0.16721815376012028,0.16658363020767109,0.4053242370398119,0.20591653610117422,0.2567692218751271,0.15084479904447534,0.2563409597889501,0.28632076828418207,0.25320286904058964,0.06216808492624254,0.36486093693393395,0.4168282746891314,0.3763973913746128,0.22546370627501267,0.2572695070230463,0.20057958461082104,0.2961910444068864,0.33705966968533185,0.28546945309783756,0.4061854656209096,0.3948991610289686,0.13890436387769067,0.9999999999999999,0.3113745773829196,0.4534705220565389,0.5772025552842477,0.27052733449380895,0.24302790889727643,0.16403387988941043,0.4167430278694342,0.3938557145439695,0.2955980929718297,0.4198079638478517,0.16181251093547633,0.06700437020480488,0.15991816502014633,0.5400897105424237,0.4424572883425796,0.19241278206908707,0.283323689348032,0.5575253858903174
SF_268,0.3987034549294872,0.37823015534817184,0.44879153821185414,0.3900215829445828,0.33374292529778293,0.43844602178589975,0.2019666975388107,0.23338582549504217,0.408547274650513,0.33187683852472616,0.19173792472810347,0.3162294337034124,0.2807710599909842,0.2901630695082579,0.38247059451489895,0.3434877123141502,0.455328334236622,0.24046408167870548,0.3866372368231288,0.28366618988976344,0.3116246107724392,0.4789597132355313,0.23380284864796108,0.2075695150036012,0.29310038313895537,0.3214450395338474,0.30512261850654276,0.3079201690471822,0.27768533477706325,0.3392224929965779,0.4494758391526398,0.35428649800864276,0.2600318081518157,0.4155974481571344,0.275573830545058,0.3778063545218545,0.38251328320666844,0.2749045911713244,0.49035444210792223,0.3045702426319451,0.18826088725202705,0.3113745773829196,0.9999999999999999,0.46973655328013464,0.41327085776460115,0.2644001209675655,0.25180864609984555,0.21713257598852442,0.4047830157697566,0.5101539024369103,0.2678550811818132,0.3809721981338663,0.29447569817177666,0.14990449683175022,0.23316588688152862,0.3547475980579853,0.4054264142811633,0.2531087086156517,0.2838190009848348,0.36749869103626875
SF_295,0.46263088552941223,0.43183918909452645,0.3931583911245904,0.42733160969897577,0.43886510320662886,0.49824731185427984,0.20081459793652057,0.18282973784826861,0.3736602666406794,0.3864810689333098,0.25410934997468004,0.338259615519909,0.30472786135739593,0.23972441885195206,0.5360473749765651,0.4892401174461509,0.4815540234254728,0.23271843058739172,0.3076325413112533,0.24964314159320034,0.2582393937799671,0.48455050754278106,0.33058144890301544,0.29774083947074126,0.24803084002772136,0.2770257188207925,0.4034790517368373,0.3955328628299073,0.18888392093237438,0.38755009664845474,0.4590660768370658,0.43635374757366263,0.2770490179200237,0.38429943416421086,0.31120358814099647,0.3051763215546991,0.3171001149565972,0.3705109380417553,0.41376878943307815,0.4398979840973829,0.22063450441230947,0.4534705220565389,0.46973655328013464,0.9999999999999999,0.5518022438419882,0.35011737433243695,0.31079911811689376,0.2826630465733877,0.393256622819776,0.49006005624631477,0.4605224321417446,0.5477735018190857,0.22826235799707573,0.11772614786744107,0.2261711887670681,0.39713706081447353,0.5656065731739689,0.2813355730253093,0.40344029415818605,0.44340565538134613
SF_539,0.4466435809215945,0.4092903660376186,0.28867197146630597,0.38059545495513936,0.44510622086813434,0.4720208943642956,0.10912883985882416,0.10602906865251804,0.3382612531910216,0.3555680853818086,0.172461050471298,0.23555794550073172,0.23797798290251693,0.1374949055621122,0.49407205632046036,0.4830969619100307,0.6032692131920772,0.15323428536175654,0.283985844637058,0.15477334599847736,0.18089176587998768,0.433833165448793,0.24090928130538758,0.2709352009158752,0.17303609295447409,0.20369142331053547,0.33034202115934086,0.2861825429645247,0.08305260761822314,0.36109724416301603,0.40734261907827585,0.38221478782725293,0.20756633390459156,0.2871535628952149,0.24567975694545563,0.2947736452455838,0.32440700360166286,0.23707672757265763,0.4340440688610421,0.3452569758673184,0.13412020861770446,0.5772025552842477,0.41327085776460115,0.5518022438419882,0.9999999999999999,0.29196506151000723,0.2573463446997445,0.19267308254140125,0.35481552339742517,0.4413086507111911,0.35317429068802075,0.5626099630032171,0.16220858581017805,0.039293821083071945,0.16719071349633474,0.3901412587141503,0.476889157858283,0.21963966933886936,0.3261219021798515,0.4477508963751512
SK_MEL_2,0.2936088630848208,0.23768864435554904,0.23753055333336648,0.2588689353744942,0.22421223167563875,0.30171322891097885,0.12047284793882773,0.14157044203119507,0.2758304188971763,0.2447898908446713,0.19057035788311616,0.24554668822953352,0.2555248214906086,0.15716751991668998,0.3621473581860222,0.36929847353006895,0.24814228349469292,0.1557298347521976,0.24848124857373344,0.18425431489577804,0.24180669917834774,0.3639398399523447,0.4822811127730099,0.5521318426326235,0.1952907336743943,0.1301652346769122,0.6057424349203422,0.5273396702198568,0.10257657569320933,0.24479718553273622,0.20666987605363207,0.3362035980643484,0.19818375438989688,0.23380138239737314,0.21138831770106248,0.2348875870059003,0.22607829255402734,0.20846649968920428,0.3127093225578339,0.2853177123992138,0.17474056491689272,0.27052733449380895,0.2644001209675655,0.35011737433243695,0.29196506151000723,0.9999999999999999,0.6228146806017268,0.47418916271120715,0.2530132548233216,0.3155767752515354,0.2825206427096305,0.34640655021601774,0.19904159503665098,0.02637256008590494,0.159398207390399,0.30680145081659727,0.3295601159579442,0.4843368589974192,0.5926632996603478,0.2730635400430327
SK_MEL_28,0.266484635140819,0.2325065620162322,0.24191932289532014,0.2526748057725181,0.2388174617994212,0.27153439557158676,0.13619209778069907,0.15345991042150875,0.24135210595619006,0.22980418111134926,0.18380391211118174,0.23001681564285892,0.22996978848411453,0.17566121346023666,0.2812674920585715,0.30343977157166846,0.23047347098838333,0.14917081753054118,0.24001468898457423,0.18049619007026907,0.224392259404397,0.33359450505676824,0.595532004228456,0.6829921455549163,0.2023963562520652,0.11486605918092307,0.6268501476395177,0.5626475347029082,0.1232861293017743,0.2082648141949759,0.19877973438349883,0.31521132672690033,0.1707754168246779,0.24472826812548953,0.21596904055586574,0.21664137758117075,0.20738603223732344,0.207602745932167,0.2580489022132971,0.2400026488906607,0.18655275507452995,0.24302790889727643,0.25180864609984555,0.31079911811689376,0.2573463446997445,0.6228146806017268,0.9999999999999999,0.5575409414224496,0.2134754847182423,0.2715952564956434,0.25673124522010426,0.3093640537460275,0.2107884323563457,0.03478598852947773,0.1567727851240025,0.2678773944634648,0.26998086784883346,0.6688572045980822,0.6622760962656064,0.23235292267370944
SK_MEL_5,0.20210762375963554,0.1935752777188139,0.2484747333089643,0.23270672442015394,0.21055802264651824,0.23331948921757073,0.12500877563288526,0.17607153727303515,0.22667724257087996,0.20150845098253933,0.19613378246183322,0.26823368187917374,0.24218210971551335,0.1865016181703324,0.2331425184825776,0.23343017725685977,0.18997247487005287,0.15461199177806817,0.22045593252639828,0.18546790223778498,0.23202306148482432,0.2767536103946088,0.47949887377142164,0.452940689933106,0.25271993154087946,0.06631293586449916,0.49851088839610824,0.4878725876607193,0.13430821047637176,0.18574846154184654,0.1743386307518423,0.3192470686058013,0.16814108726778842,0.24928649767547306,0.27109538361367946,0.20197306189287223,0.19761756421432797,0.1968734482054879,0.22499997553552953,0.20002976121514637,0.1992034830147278,0.16403387988941043,0.21713257598852442,0.2826630465733877,0.19267308254140125,0.47418916271120715,0.5575409414224496,0.9999999999999999,0.16682123925263193,0.2282693221815828,0.24781083054268038,0.263853383644051,0.20416008354701765,0.01718791422886501,0.17650268662983948,0.22002518049893183,0.240215945330982,0.5356415620230136,0.5318044933443767,0.1785309043939184
SK_OV_3,0.4658953962801069,0.4392680838923343,0.4731763199244735,0.4543052001544374,0.3031224719593897,0.5659276361077459,0.1507056755613848,0.29242019888608894,0.4791210206174872,0.46525657188931147,0.33668106252416274,0.36382360054472007,0.3908134489371883,0.20540056262419693,0.4414319211212886,0.3948320448728373,0.3236505979565909,0.3379348573088121,0.5604895765365095,0.3579400929997386,0.28834935188169775,0.3769977248451156,0.1789836725549625,0.20424162354630426,0.2887014920050939,0.31228475941763134,0.26340939399494134,0.2620142815954437,0.1549049975039194,0.38082199816037643,0.3951770772480283,0.39661617146276085,0.4225350112683538,0.32995639372386265,0.24478034871816523,0.49142987922380554,0.5153674985839526,0.3563734253814841,0.46999967771315854,0.44233353889475024,0.17674221541407975,0.4167430278694342,0.4047830157697566,0.393256622819776,0.35481552339742517,0.2530132548233216,0.2134754847182423,0.16682123925263193,0.9999999999999999,0.44804543496804694,0.2568991798243163,0.30042501773224406,0.22101819749559437,0.16834032490776607,0.2822012892645649,0.5057755747508007,0.38597580518843333,0.1985453490577923,0.258404469321758,0.5171431050228978
SN12C,0.44324630228385775,0.39870625252810643,0.45402035868772217,0.48225426838248575,0.395644918518374,0.5553907593405176,0.22632469242622444,0.2314249618865799,0.512530959552711,0.41526057381065085,0.2758397766120697,0.3928721854538545,0.3573792199776783,0.2860972792000963,0.5252511148660636,0.5066405900025487,0.38988555664109026,0.28940716229809116,0.4060800242009287,0.2875916094513832,0.3464763395940613,0.5449799497335692,0.2442905373256351,0.25063792684835595,0.29652420860882533,0.35438993862480805,0.340694031791002,0.33441464352330097,0.2196710807160015,0.5360642460951212,0.48142198927646007,0.48822049243265,0.3366107948088781,0.36173664781234827,0.33146883689469786,0.37818113793577,0.37051683648212397,0.3643887785290031,0.6062901067186327,0.42158069269497056,0.2355199714098124,0.3938557145439695,0.5101539024369103,0.49006005624631477,0.4413086507111911,0.3155767752515354,0.2715952564956434,0.2282693221815828,0.44804543496804694,0.9999999999999999,0.27699129421279856,0.3516319969179711,0.28129875630795587,0.157225158727895,0.2780866588097023,0.461191294640538,0.4138629403210716,0.27119884254379556,0.3244397572954192,0.4933095303471854
SNB_19,0.2659583273067947,0.26979310651299027,0.26149660953477816,0.27755545343655363,0.3704002619719673,0.32435503933626497,0.07818884830839079,0.1008879939927449,0.2522357520140076,0.27376776174447803,0.17608560740431667,0.2313718000775642,0.22155112087775408,0.11113894152802317,0.3309332613722258,0.31955104378612387,0.3558257968035756,0.13219436821957808,0.232207387081241,0.17236219972720945,0.12912308434019726,0.2749514628123447,0.24224667562154845,0.2585697880270216,0.16916127841559891,0.13066631615912583,0.30197723068577376,0.3598876832085849,0.0703752831375144,0.24083611139080208,0.29537190286942183,0.3052424735024871,0.22126727429531978,0.34587085713574717,0.26142355164266073,0.24353360147859904,0.23096247383415636,0.2263603047536763,0.2449817229180059,0.2852527336923858,0.182977390186585,0.2955980929718297,0.2678550811818132,0.4605224321417446,0.35317429068802075,0.2825206427096305,0.25673124522010426,0.24781083054268038,0.2568991798243163,0.27699129421279856,0.9999999999999999,0.45520296100478885,0.12060554414092661,0.04929766952010978,0.16792800840866096,0.27178835143943914,0.568291318440678,0.21894713761051798,0.3226281603054234,0.2823509752369462
SNB_75,0.33073984963824243,0.33222340625851987,0.2590386410135944,0.3098826372553961,0.4027632718987326,0.380276167380284,0.1034563025354005,0.10532431150359511,0.2711693925204437,0.29902547897953147,0.14429370229259775,0.21043226198205334,0.2104599020669662,0.12687894659856203,0.3725371010640397,0.38151755582285873,0.5411890769881068,0.13281465762497324,0.24800561965763646,0.14551203673712487,0.1551557217757934,0.34372417393205235,0.31352491056573784,0.3360303692412251,0.17364331215998374,0.16278828463078876,0.3774747156493957,0.35976373241863124,0.1119606195115267,0.28332864384824696,0.35315802555787823,0.3421435758287732,0.17110615649179572,0.30329343431493794,0.2580130986801309,0.2616754638058081,0.2726727991129292,0.2062969885546443,0.3316672384779311,0.29603635607336953,0.1333851254008186,0.4198079638478517,0.3809721981338663,0.5477735018190857,0.5626099630032171,0.34640655021601774,0.3093640537460275,0.263853383644051,0.30042501773224406,0.3516319969179711,0.45520296100478885,0.9999999999999999,0.14851010088464422,0.036688038900059616,0.15761897248448475,0.2869030570743111,0.4985160422871403,0.2618357760771698,0.4020844850336104,0.3335577155859948
SR,0.22166438696237956,0.24548866933868063,0.31845900744663047,0.22920765582705838,0.18998783924726648,0.2474604392936911,0.3619187661688029,0.3198347800717867,0.29629940316078185,0.2042894668345231,0.29665942133453416,0.30842290207766654,0.316579201903892,0.4842441167774144,0.1825289188695297,0.2168769800392033,0.13839114527181617,0.3312031051263322,0.3007792801435496,0.3131057292514686,0.4271498907810025,0.2884903197120914,0.19036746254029935,0.1551455230908848,0.3428121140268209,0.15862975113576716,0.25425375347524615,0.28028093852387514,0.3769959654416146,0.2081319181018252,0.20969594279789727,0.2870780790539368,0.2212130889138939,0.3027196986445775,0.20080431994674808,0.3081689935338643,0.2771609469832903,0.22873368494207114,0.2659500435595531,0.17849425368677574,0.7607011211210793,0.16181251093547633,0.29447569817177666,0.22826235799707573,0.16220858581017805,0.19904159503665098,0.2107884323563457,0.20416008354701765,0.22101819749559437,0.28129875630795587,0.12060554414092661,0.14851010088464422,0.9999999999999999,0.13690190073933017,0.26085061941181886,0.2620254505434979,0.18086685749746745,0.24086901290249996,0.21136448838933242,0.16335877421025602
SW_620,0.09048700231924822,0.08239536132206354,0.17997950748849945,0.15327577108823864,0.018817241614443703,0.14500375605051186,0.17728774760832655,0.19919381132474234,0.09754172987604404,0.10591378814052432,0.14701696223613625,0.2911947241006957,0.13349860594076246,0.30114102491315464,0.08588613841652909,0.09312037805260154,0.01034336947205966,0.16893191386550244,0.21182951142963768,0.2722102459148329,0.19377121973853917,0.16362406002215446,0.0,0.0450813712315678,0.13868792666400265,0.5535197294368694,0.07187849328007073,0.11573056274469395,0.17469915636754196,0.16159938126320017,0.21206816325105282,0.0969221919049455,0.1505240727856748,0.09084454883982368,0.13409998354357944,0.1549709774609881,0.12711891957536448,0.22806005510158178,0.08004707639180086,0.1379992085466043,0.15063428136861112,0.06700437020480488,0.14990449683175022,0.11772614786744107,0.039293821083071945,0.02637256008590494,0.03478598852947773,0.01718791422886501,0.16834032490776607,0.157225158727895,0.04929766952010978,0.036688038900059616,0.13690190073933017,0.9999999999999999,0.16187273198610053,0.13463585124500377,0.13345831683080056,0.08640803489296783,0.08525399016874458,0.12116566724544808
T47D,0.20638567771896577,0.24676082775700692,0.341410944412637,0.2885025774331922,0.1793654362520939,0.2770527978246605,0.1738523058260002,0.3366169707193454,0.38291097511310546,0.32439643683047537,0.3583946261205254,0.37086800676750475,0.4159464847390676,0.23686905185418372,0.22973904018837332,0.23141522408654402,0.1432641219479701,0.3757916971804396,0.3423619510600989,0.3856502285010157,0.2673072584730304,0.203270527481484,0.13439036621219314,0.16642983509003761,0.5808064830057653,0.18013745457855435,0.2065615698602844,0.22528353920248345,0.1584219048221036,0.2757076922980456,0.23533511204791002,0.34546998736622003,0.4093326235323137,0.27843486359172764,0.2517582792498938,0.39285940874935865,0.38752329155561294,0.2892513941662338,0.2764027454052804,0.26632652524415856,0.24155365021256747,0.15991816502014633,0.23316588688152862,0.2261711887670681,0.16719071349633474,0.159398207390399,0.1567727851240025,0.17650268662983948,0.2822012892645649,0.2780866588097023,0.16792800840866096,0.15761897248448475,0.26085061941181886,0.16187273198610053,0.9999999999999999,0.28671331644306486,0.2286056559777896,0.20031005350437536,0.20517606730030746,0.22524283677938717
TK_10,0.5889180500656342,0.4987070537880087,0.428127445327964,0.6392447070621999,0.3440289416412059,0.6155618359103135,0.16746529768980134,0.25230118781426036,0.4978133211870227,0.45571965042145557,0.3574092437160995,0.39072477920568993,0.3957805847128296,0.21355665695148085,0.49914595417426466,0.48212639671797897,0.3218165237511802,0.3343934075960102,0.4515342619144719,0.32809861679021346,0.2686479243719406,0.4269966231344676,0.2262281561054057,0.2468233463021826,0.30707907081853647,0.28513640001481033,0.3165419369498783,0.300813644203059,0.14409941948043237,0.44208639379694714,0.4278160372839611,0.4477642665149998,0.3687980558103705,0.3274280770873389,0.2709750735254627,0.43227257699589305,0.44893108391545344,0.37079687861843014,0.5024491468411804,0.4295028696367157,0.22866021263318015,0.5400897105424237,0.3547475980579853,0.39713706081447353,0.3901412587141503,0.30680145081659727,0.2678773944634648,0.22002518049893183,0.5057755747508007,0.461191294640538,0.27178835143943914,0.2869030570743111,0.2620254505434979,0.13463585124500377,0.28671331644306486,0.9999999999999999,0.3883141126381521,0.24382037685122826,0.29231763964083923,0.6098811205070672
U251,0.4197131313978124,0.37333992226820767,0.36708797352107847,0.4087589186869237,0.3359755040004534,0.45800433387328576,0.15912580690815648,0.1782339984326401,0.34250062077389387,0.3704547056623373,0.22641684883587776,0.3397014187132936,0.2999649126496222,0.17711309455246682,0.46661857111039673,0.42025885709101596,0.3791858022573614,0.22731520268154426,0.34154038172736023,0.2375737039290733,0.24115938195478515,0.41186482948599046,0.2659312736633257,0.27308604655057944,0.23258637321403886,0.26324695160823297,0.35777690040403687,0.31797679608587837,0.16139297830046717,0.3433738465504025,0.4174862152378306,0.3901666357484459,0.29936180163334225,0.40502488594680897,0.3058199076725936,0.33329433586813284,0.3374564619945327,0.282138754901215,0.36076513045327996,0.4199119384561807,0.1605529565043904,0.4424572883425796,0.4054264142811633,0.5656065731739689,0.476889157858283,0.3295601159579442,0.26998086784883346,0.240215945330982,0.38597580518843333,0.4138629403210716,0.568291318440678,0.4985160422871403,0.18086685749746745,0.13345831683080056,0.2286056559777896,0.3883141126381521,0.9999999999999999,0.2456139285050195,0.3615589795861184,0.42870235537589985
UACC_257,0.2064134699136959,0.2075231329517634,0.2527770330412,0.236734761953855,0.2106322474816592,0.2533066505958952,0.20749184499590545,0.1733736486291808,0.22875045910619385,0.22625807855775215,0.1913875911308185,0.2504460467789903,0.2283191769076346,0.2191936278279254,0.2357251058262937,0.26448858925438945,0.18799638751180148,0.1684669888157434,0.2647414711831786,0.2082528497203351,0.28608073788369726,0.3247831369649268,0.44779869675856976,0.5916020034080416,0.2322467301889194,0.13362771794436157,0.5477338379299383,0.5049152565816175,0.1847415083887416,0.2271473475173318,0.19709805138072956,0.28544407798384064,0.16969445142256734,0.2642116144831812,0.2740952393006503,0.24504850967006886,0.22260922730333088,0.18925871391207427,0.24818101717125385,0.21053673389092886,0.21017715865822095,0.19241278206908707,0.2531087086156517,0.2813355730253093,0.21963966933886936,0.4843368589974192,0.6688572045980822,0.5356415620230136,0.1985453490577923,0.27119884254379556,0.21894713761051798,0.2618357760771698,0.24086901290249996,0.08640803489296783,0.20031005350437536,0.24382037685122826,0.2456139285050195,0.9999999999999999,0.6523054608919584,0.1981710657004626
UACC_62,0.27510924556101723,0.2771674022666182,0.2889401006395794,0.2755154759104239,0.27975332259609065,0.320891822425461,0.16991143821802035,0.15637902998656228,0.26074428875601485,0.2790852324719967,0.20359083327302607,0.2854231463438299,0.2528404993075406,0.19141343209384365,0.31768077866740974,0.3479044597133534,0.2922233666619365,0.17419338074313317,0.2901283455613122,0.2186714186229255,0.28225269594375335,0.41337491336208465,0.5198556363771111,0.5765547258799124,0.22998051928858765,0.16375843041492932,0.6438683206727119,0.5949359902881175,0.13350018928676943,0.27509528942643113,0.2644609029540872,0.3689605029444216,0.19877028852414425,0.30188174608065144,0.25068394278220485,0.2527880218693235,0.24229139894680507,0.23869126424366793,0.2868704792878797,0.2958167215110805,0.19897974864912682,0.283323689348032,0.2838190009848348,0.40344029415818605,0.3261219021798515,0.5926632996603478,0.6622760962656064,0.5318044933443767,0.258404469321758,0.3244397572954192,0.3226281603054234,0.4020844850336104,0.21136448838933242,0.08525399016874458,0.20517606730030746,0.29231763964083923,0.3615589795861184,0.6523054608919584,0.9999999999999999,0.2642919115518063
UO_31,0.5402390812317338,0.45867548002185776,0.3779972570548643,0.6131651943951969,0.32564724966139236,0.6506495973523981,0.1209458913309629,0.17917929259000487,0.4337729312325803,0.46215491131480835,0.2703373089597534,0.32378982149305124,0.3459277536430989,0.15461930274403823,0.5988541088491737,0.49516747604728595,0.38136129356818405,0.2548868044935523,0.41511483538518357,0.2495590598649966,0.1992817566323699,0.42066313309075143,0.19599224745226929,0.24709505243241492,0.21739015503085812,0.3012689903250656,0.29123858174115513,0.265758901988694,0.09428223886015819,0.4288305568052694,0.4523167555169846,0.41407741204514703,0.3371057412615627,0.2604192896072046,0.23471885003884607,0.3934918434800597,0.4387784153593435,0.3547964788599468,0.4836869150014015,0.44751723097102736,0.14661871971645024,0.5575253858903174,0.36749869103626875,0.44340565538134613,0.4477508963751512,0.2730635400430327,0.23235292267370944,0.1785309043939184,0.5171431050228978,0.4933095303471854,0.2823509752369462,0.3335577155859948,0.16335877421025602,0.12116566724544808,0.22524283677938717,0.6098811205070672,0.42870235537589985,0.1981710657004626,0.2642919115518063,0.9999999999999999
